indexInDoc	indexInText	indexInSentence	sentenceNumber	token	posTag
1	1	1	1	In	OO
2	2	2	1	a	OO
3	3	3	1	day	NN
4	4	4	1	of	OO
5	5	5	1	protests	NN
6	6	6	1	in	OO
7	7	7	1	Egypt	NN
8	9	9	1	hundreds	NN
9	10	10	1	of	OO
10	11	11	1	thousands	NN
11	12	12	1	of	OO
12	13	13	1	people	NN
13	14	14	1	marched	VB
14	15	15	1	in	OO
15	16	16	1	the	OO
16	17	17	1	streets	NN
17	18	18	1	on	OO
18	19	19	1	January	NN
19	20	20	1	25th	JJ
20	21	21	1	facing	VB
21	22	22	1	down	OO
22	23	23	1	riot	NN
23	24	24	1	police	NN
24	26	26	1	water	NN
25	27	27	1	cannons	NN
26	29	29	1	baton	NN
27	30	30	1	charges	NN
28	31	31	1	and	OO
29	32	32	1	tear	VB
30	33	33	1	gas	NN
31	35	1	2	The	OO
32	36	2	2	people	NN
33	37	3	2	are	VB
34	38	4	2	chanting	VB
35	39	5	2	for	OO
36	40	6	2	freedom	NN
37	41	7	2	and	OO
38	42	8	2	an	OO
39	43	9	2	end	NN
40	44	10	2	to	OO
41	45	11	2	the	OO
42	46	12	2	corrupt	JJ
43	47	13	2	administration	NN
44	48	14	2	of	OO
45	49	15	2	Hosni	NN
46	50	16	2	Mubarak	NN
47	52	18	2	who	NN
48	53	19	2	has	VB
49	54	20	2	been	VB
50	55	21	2	in	OO
51	56	22	2	power	NN
52	57	23	2	for	OO
53	58	24	2	30	OO
54	59	25	2	years	NN
55	61	27	2	with	OO
56	62	28	2	the	OO
57	63	29	2	demand	NN
58	64	30	2	that	OO
59	65	31	2	he	NN
60	66	32	2	join	VB
61	67	33	2	the	OO
62	68	34	2	Tunisian	JJ
63	69	35	2	dictator	NN
64	70	36	2	Ben	NN
65	71	37	2	Ali	NN
66	72	38	2	in	OO
67	73	39	2	Saudi	NN
68	74	40	2	Arabia	NN
69	76	1	3	By	OO
70	77	2	3	midafternoon	NN
71	79	4	3	the	OO
72	80	5	3	Egyptian	JJ
73	81	6	3	government	NN
74	82	7	3	had	VB
75	83	8	3	blocked	VB
76	84	9	3	Twitter	NN
77	86	11	3	websites	NN
78	87	12	3	of	OO
79	88	13	3	independent	JJ
80	89	14	3	newspapers	NN
81	90	15	3	and	OO
82	91	16	3	live	VB
83	92	17	3	streaming	NN
84	93	18	3	application	NN
85	94	19	3	bambuser	NN
86	96	1	4	There	OO
87	97	2	4	are	VB
88	98	3	4	reports	NN
89	99	4	4	that	OO
90	100	5	4	phone	NN
91	101	6	4	lines	NN
92	102	7	4	used	VB
93	103	8	4	by	OO
94	104	9	4	lawyers	NN
95	105	10	4	and	OO
96	106	11	4	activists	NN
97	107	12	4	providing	VB
98	108	13	4	support	NN
99	109	14	4	are	VB
100	110	15	4	also	RB
101	111	16	4	being	VB
102	112	17	4	suspended	VB
103	114	19	4	and	OO
104	115	20	4	many	JJ
105	116	21	4	phone	NN
106	117	22	4	lines	NN
107	118	23	4	have	VB
108	119	24	4	had	VB
109	120	25	4	data	NN
110	121	26	4	services	NN
111	122	27	4	disabled	JJ
112	124	1	5	At	OO
113	125	2	5	least	JJ
114	126	3	5	six	OO
115	127	4	5	protesters	NN
116	128	5	5	were	VB
117	129	6	5	killed	VB
118	130	7	5	with	OO
119	131	8	5	some	OO
120	132	9	5	reports	NN
121	133	10	5	that	OO
122	134	11	5	police	NN
123	135	12	5	in	OO
124	136	13	5	some	OO
125	137	14	5	cities	NN
126	138	15	5	used	VB
127	139	16	5	live	JJ
128	140	17	5	ammunition	NN
129	141	18	5	on	OO
130	142	19	5	crowds	NN
131	144	1	6	Over	OO
132	145	2	6	1000	OO
133	146	3	6	protesters	NN
134	147	4	6	have	VB
135	148	5	6	been	VB
136	149	6	6	arrested	VB
137	150	7	6	and	OO
138	151	8	6	Egyptian	JJ
139	152	9	6	telecoms	NN
140	153	10	6	are	VB
141	154	11	6	attempting	VB
142	155	12	6	to	OO
143	156	13	6	block	VB
144	157	14	6	access	NN
145	158	15	6	to	OO
146	159	16	6	sites	NN
147	160	17	6	where	RB
148	161	18	6	protesters	NN
149	162	19	6	can	VB
150	163	20	6	post	VB
151	164	21	6	coverage	NN
152	166	1	7	While	OO
153	167	2	7	few	JJ
154	168	3	7	people	NN
155	169	4	7	will	VB
156	170	5	7	openly	RB
157	171	6	7	admit	VB
158	172	7	7	to	OO
159	173	8	7	liking	VB
160	174	9	7	the	OO
161	175	10	7	dictatorship	NN
162	176	11	7	of	OO
163	177	12	7	Mubarak	NN
164	179	14	7	he	NN
165	180	15	7	is	VB
166	181	16	7	one	OO
167	182	17	7	of	OO
168	183	18	7	the	OO
169	184	19	7	largest	JJ
170	185	20	7	recipients	NN
171	186	21	7	of	OO
172	187	22	7	US	NN
173	188	23	7	aid	NN
174	189	24	7	and	OO
175	190	25	7	maintains	VB
176	191	26	7	his	JJ
177	192	27	7	power	NN
178	193	28	7	largely	RB
179	194	29	7	because	OO
180	195	30	7	of	OO
181	196	31	7	the	OO
182	197	32	7	US	NN
183	198	33	7	backing	NN
184	201	1	9	In	OO
185	202	2	9	a	OO
186	203	3	9	January	NN
187	204	4	9	27th	JJ
188	205	5	9	PBS	NN
189	206	6	9	interview	NN
190	208	8	9	Vice	NN
191	209	9	9	President	NN
192	210	10	9	Biden	NN
193	211	11	9	said	VB
194	212	12	9	he	NN
195	213	13	9	would	VB
196	214	14	9	not	RB
197	215	15	9	refer	VB
198	216	16	9	to	OO
199	217	17	9	Egyptian	JJ
200	218	18	9	President	NN
201	219	19	9	Mubarak	NN
202	220	20	9	as	OO
203	221	21	9	a	OO
204	222	22	9	dictator	NN
205	223	23	9	and	OO
206	224	24	9	instead	RB
207	225	25	9	called	VB
208	226	26	9	him	NN
209	227	27	9	an	OO
210	229	29	9	ally	NN
211	231	31	9	on	OO
212	232	32	9	a	OO
213	233	33	9	number	NN
214	234	34	9	of	OO
215	235	35	9	key	JJ
216	236	36	9	foreign	JJ
217	237	37	9	policy	NN
218	238	38	9	issues	NN
219	240	1	10	Comments	NN
220	241	2	10	by	OO
221	242	3	10	Hillary	NN
222	243	4	10	Clinton	NN
223	244	5	10	on	OO
224	245	6	10	January	NN
225	246	7	10	25th	JJ
226	247	8	10	made	VB
227	248	9	10	clear	JJ
228	249	10	10	that	OO
229	250	11	10	the	OO
230	251	12	10	Obama	NN
231	252	13	10	administration	NN
232	253	14	10	was	VB
233	254	15	10	reluctant	JJ
234	255	16	10	to	OO
235	256	17	10	change	VB
236	257	18	10	its	JJ
237	258	19	10	foreign	JJ
238	259	20	10	policy	NN
239	260	21	10	stance	NN
240	262	1	11	A	OO
241	263	2	11	writer	NN
242	264	3	11	on	OO
243	265	4	11	Bikyamasr	NN
244	266	5	11	notes	NN
245	268	7	11	For	OO
246	269	8	11	almost	RB
247	270	9	11	all	OO
248	271	10	11	observers	NN
249	273	12	11	activists	NN
250	274	13	11	and	OO
251	275	14	11	ontheground	JJ
252	276	15	11	demonstrators	NN
253	277	16	11	on	OO
254	278	17	11	Egypt	NN
255	280	19	11	streets	NN
256	281	20	11	on	OO
257	282	21	11	Tuesday	NN
258	284	23	11	American	NN
259	285	24	11	Secretary	NN
260	286	25	11	of	OO
261	287	26	11	State	NN
262	288	27	11	Hillary	NN
263	289	28	11	Clinton	NN
264	291	30	11	comments	NN
265	292	31	11	showed	VB
266	293	32	11	where	RB
267	294	33	11	Washington	NN
268	295	34	11	stands	VB
269	297	1	12	With	OO
270	298	2	12	the	OO
271	299	3	12	government	NN
272	301	5	12	not	RB
273	302	6	12	those	OO
274	303	7	12	demanding	VB
275	304	8	12	an	OO
276	305	9	12	end	NN
277	306	10	12	to	OO
278	307	11	12	decades	NN
279	308	12	12	of	OO
280	309	13	12	oppression	NN
281	310	14	12	and	OO
282	311	15	12	injustice	NN
283	313	1	13	She	NN
284	314	2	13	said	VB
285	315	3	13	in	OO
286	316	4	13	a	OO
287	317	5	13	statement	NN
288	318	6	13	issued	VB
289	319	7	13	by	OO
290	320	8	13	the	OO
291	321	9	13	State	NN
292	322	10	13	Department	NN
293	323	11	13	early	JJ
294	324	12	13	Tuesday	NN
295	325	13	13	afternoon	NN
296	326	14	13	Washington	NN
297	327	15	13	time	NN
298	329	17	13	as	OO
299	330	18	13	police	NN
300	331	19	13	in	OO
301	332	20	13	Egypt	NN
302	333	21	13	were	VB
303	334	22	13	beginning	VB
304	335	23	13	a	OO
305	336	24	13	final	JJ
306	337	25	13	push	NN
307	338	26	13	of	OO
308	339	27	13	tear	VB
309	340	28	13	bombs	NN
310	342	30	13	water	NN
311	343	31	13	cannons	NN
312	344	32	13	and	OO
313	345	33	13	rubber	NN
314	346	34	13	bullets	NN
315	347	35	13	to	OO
316	348	36	13	disperse	VB
317	349	37	13	thousands	NN
318	350	38	13	of	OO
319	351	39	13	protesters	NN
320	353	41	13	that	OO
321	355	43	13	our	JJ
322	356	44	13	assessment	NN
323	357	45	13	is	VB
324	358	46	13	that	OO
325	359	47	13	the	OO
326	360	48	13	Egyptian	JJ
327	361	49	13	government	NN
328	362	50	13	is	VB
329	363	51	13	stable	JJ
330	364	52	13	and	OO
331	365	53	13	is	VB
332	366	54	13	looking	VB
333	367	55	13	for	OO
334	368	56	13	ways	NN
335	369	57	13	to	OO
336	370	58	13	respond	VB
337	371	59	13	to	OO
338	372	60	13	the	OO
339	373	61	13	legitimate	JJ
340	374	62	13	needs	NN
341	375	63	13	and	OO
342	376	64	13	interests	NN
343	377	65	13	of	OO
344	378	66	13	the	OO
345	379	67	13	Egyptian	JJ
346	380	68	13	people	NN
347	383	1	14	On	OO
348	384	2	14	January	NN
349	385	3	14	28th	JJ
350	386	4	14	hundreds	NN
351	387	5	14	of	OO
352	388	6	14	thousands	NN
353	389	7	14	of	OO
354	390	8	14	protesters	NN
355	391	9	14	took	VB
356	392	10	14	to	OO
357	393	11	14	the	OO
358	394	12	14	streets	NN
359	395	13	14	again	RB
360	396	14	14	as	OO
361	397	15	14	the	OO
362	398	16	14	government	NN
363	399	17	14	cut	VB
364	400	18	14	access	NN
365	401	19	14	to	OO
366	402	20	14	internet	NN
367	403	21	14	and	OO
368	404	22	14	phone	NN
369	405	23	14	service	NN
370	406	24	14	for	OO
371	407	25	14	much	JJ
372	408	26	14	of	OO
373	409	27	14	the	OO
374	410	28	14	country	NN
375	412	1	15	By	OO
376	413	2	15	the	OO
377	414	3	15	evening	NN
378	415	4	15	many	JJ
379	416	5	15	government	NN
380	417	6	15	buildings	NN
381	418	7	15	were	VB
382	419	8	15	on	OO
383	420	9	15	fire	NN
384	421	10	15	with	OO
385	422	11	15	many	JJ
386	423	12	15	protesters	NN
387	424	13	15	dead	JJ
388	425	14	15	and	OO
389	426	15	15	wounded	VB
390	427	16	15	from	OO
391	428	17	15	tear	VB
392	429	18	15	gas	NN
393	430	19	15	canisters	NN
394	431	20	15	and	OO
395	432	21	15	live	VB
396	433	22	15	ammunition	NN
397	435	1	16	As	OO
398	436	2	16	the	OO
399	437	3	16	army	NN
400	438	4	16	took	VB
401	439	5	16	to	OO
402	440	6	16	the	OO
403	441	7	16	street	NN
404	443	9	16	replacing	VB
405	444	10	16	the	OO
406	445	11	16	police	NN
407	447	13	16	and	OO
408	448	14	16	initially	RB
409	449	15	16	not	RB
410	450	16	16	attacking	VB
411	451	17	16	protesters	NN
412	453	19	16	many	JJ
