indexInDoc	indexInText	indexInSentence	sentenceNumber	token	posTag
1	1	1	1	The	OO
2	2	2	1	studio	NN
3	3	3	1	was	VB
4	4	4	1	filled	VB
5	5	5	1	with	OO
6	6	6	1	the	OO
7	7	7	1	rich	JJ
8	8	8	1	odour	NN
9	9	9	1	of	OO
10	10	10	1	roses	NN
11	12	12	1	and	OO
12	13	13	1	when	RB
13	14	14	1	the	OO
14	15	15	1	light	JJ
15	16	16	1	summer	NN
16	17	17	1	wind	NN
17	18	18	1	stirred	VB
18	19	19	1	amidst	OO
19	20	20	1	the	OO
20	21	21	1	trees	NN
21	22	22	1	of	OO
22	23	23	1	the	OO
23	24	24	1	garden	NN
24	26	26	1	there	OO
25	27	27	1	came	VB
26	28	28	1	through	OO
27	29	29	1	the	OO
28	30	30	1	open	JJ
29	31	31	1	door	NN
30	32	32	1	the	OO
31	33	33	1	heavy	JJ
32	34	34	1	scent	NN
33	35	35	1	of	OO
34	36	36	1	the	OO
35	37	37	1	lilac	NN
36	39	39	1	or	OO
37	40	40	1	the	OO
38	41	41	1	more	JJ
39	42	42	1	delicate	JJ
40	43	43	1	perfume	NN
41	44	44	1	of	OO
42	45	45	1	the	OO
43	46	46	1	pinkflowering	JJ
44	47	47	1	thorn	NN
45	49	1	2	From	OO
46	50	2	2	the	OO
47	51	3	2	corner	NN
48	52	4	2	of	OO
49	53	5	2	the	OO
50	54	6	2	divan	NN
51	55	7	2	of	OO
52	56	8	2	Persian	NN
53	57	9	2	saddlebags	NN
54	58	10	2	on	OO
55	59	11	2	which	OO
56	60	12	2	he	NN
57	61	13	2	was	VB
58	62	14	2	lying	VB
59	64	16	2	smoking	NN
60	66	18	2	as	OO
61	67	19	2	was	VB
62	68	20	2	his	JJ
63	69	21	2	custom	NN
64	71	23	2	innumerable	JJ
65	72	24	2	cigarettes	NN
66	74	26	2	Lord	NN
67	75	27	2	Henry	NN
68	76	28	2	Wotton	NN
69	77	29	2	could	VB
70	78	30	2	just	RB
71	79	31	2	catch	VB
72	80	32	2	the	OO
73	81	33	2	gleam	NN
74	82	34	2	of	OO
75	83	35	2	the	OO
76	84	36	2	honeysweet	JJ
77	85	37	2	and	OO
78	86	38	2	honeycoloured	JJ
79	87	39	2	blossoms	NN
80	88	40	2	of	OO
81	89	41	2	a	OO
82	90	42	2	laburnum	NN
83	92	44	2	whose	JJ
84	93	45	2	tremulous	JJ
85	94	46	2	branches	NN
86	95	47	2	seemed	VB
87	96	48	2	hardly	RB
88	97	49	2	able	JJ
89	98	50	2	to	OO
90	99	51	2	bear	VB
91	100	52	2	the	OO
92	101	53	2	burden	NN
93	102	54	2	of	OO
94	103	55	2	a	OO
95	104	56	2	beauty	NN
96	105	57	2	so	RB
97	106	58	2	flamelike	JJ
98	107	59	2	as	OO
99	108	60	2	theirs	NN
100	110	62	2	and	OO
101	111	63	2	now	RB
102	112	64	2	and	OO
103	113	65	2	then	RB
104	114	66	2	the	OO
105	115	67	2	fantastic	JJ
106	116	68	2	shadows	NN
107	117	69	2	of	OO
108	118	70	2	birds	NN
109	119	71	2	in	OO
110	120	72	2	flight	NN
111	121	73	2	flitted	VB
112	122	74	2	across	OO
113	123	75	2	the	OO
114	124	76	2	long	JJ
115	125	77	2	tussoresilk	NN
116	126	78	2	curtains	NN
117	127	79	2	that	OO
118	128	80	2	were	VB
119	129	81	2	stretched	VB
120	130	82	2	in	OO
121	131	83	2	front	NN
122	132	84	2	of	OO
123	133	85	2	the	OO
124	134	86	2	huge	JJ
125	135	87	2	window	NN
126	137	89	2	producing	VB
127	138	90	2	a	OO
128	139	91	2	kind	NN
129	140	92	2	of	OO
130	141	93	2	momentary	JJ
131	142	94	2	Japanese	JJ
132	143	95	2	effect	NN
133	145	97	2	and	OO
134	146	98	2	making	VB
135	147	99	2	him	NN
136	148	100	2	think	VB
137	149	101	2	of	OO
138	150	102	2	those	OO
139	151	103	2	pallid	JJ
140	153	105	2	jadefaced	JJ
141	154	106	2	painters	NN
142	155	107	2	of	OO
143	156	108	2	Tokyo	NN
144	157	109	2	who	NN
145	159	111	2	through	OO
146	160	112	2	the	OO
147	161	113	2	medium	NN
148	162	114	2	of	OO
149	163	115	2	an	OO
150	164	116	2	art	NN
151	165	117	2	that	OO
152	166	118	2	is	VB
153	167	119	2	necessarily	RB
154	168	120	2	immobile	JJ
155	170	122	2	seek	VB
156	171	123	2	to	OO
157	172	124	2	convey	VB
158	173	125	2	the	OO
159	174	126	2	sense	NN
160	175	127	2	of	OO
161	176	128	2	swiftness	NN
162	177	129	2	and	OO
163	178	130	2	motion	NN
164	180	1	3	The	OO
165	181	2	3	sullen	JJ
166	182	3	3	murmur	NN
167	183	4	3	of	OO
168	184	5	3	the	OO
169	185	6	3	bees	NN
170	186	7	3	shouldering	VB
171	187	8	3	their	JJ
172	188	9	3	way	NN
173	189	10	3	through	OO
174	190	11	3	the	OO
175	191	12	3	long	JJ
176	192	13	3	unmown	JJ
177	193	14	3	grass	NN
178	195	16	3	or	OO
179	196	17	3	circling	VB
180	197	18	3	with	OO
181	198	19	3	monotonous	JJ
182	199	20	3	insistence	NN
183	200	21	3	round	NN
184	201	22	3	the	OO
185	202	23	3	dusty	JJ
186	203	24	3	gilt	NN
187	204	25	3	horns	NN
188	205	26	3	of	OO
189	206	27	3	the	OO
190	207	28	3	straggling	VB
191	208	29	3	woodbine	NN
192	210	31	3	seemed	VB
193	211	32	3	to	OO
194	212	33	3	make	VB
195	213	34	3	the	OO
196	214	35	3	stillness	NN
197	215	36	3	more	RB
198	216	37	3	oppressive	JJ
199	218	1	4	The	OO
200	219	2	4	dim	JJ
201	220	3	4	roar	NN
202	221	4	4	of	OO
203	222	5	4	London	NN
204	223	6	4	was	VB
205	224	7	4	like	OO
206	225	8	4	the	OO
207	226	9	4	bourdon	JJ
208	227	10	4	note	NN
209	228	11	4	of	OO
210	229	12	4	a	OO
211	230	13	4	distant	JJ
212	231	14	4	organ	NN
213	233	1	5	In	OO
214	234	2	5	the	OO
215	235	3	5	centre	NN
216	236	4	5	of	OO
217	237	5	5	the	OO
218	238	6	5	room	NN
219	240	8	5	clamped	VB
220	241	9	5	to	OO
221	242	10	5	an	OO
222	243	11	5	upright	JJ
223	244	12	5	easel	NN
224	246	14	5	stood	VB
225	247	15	5	the	OO
226	248	16	5	fulllength	JJ
227	249	17	5	portrait	NN
228	250	18	5	of	OO
229	251	19	5	a	OO
230	252	20	5	young	JJ
231	253	21	5	man	NN
232	254	22	5	of	OO
233	255	23	5	extraordinary	JJ
234	256	24	5	personal	JJ
235	257	25	5	beauty	NN
236	259	27	5	and	OO
237	260	28	5	in	OO
238	261	29	5	front	NN
239	262	30	5	of	OO
240	263	31	5	it	NN
241	265	33	5	some	OO
242	266	34	5	little	JJ
243	267	35	5	distance	NN
244	268	36	5	away	RB
245	270	38	5	was	VB
246	271	39	5	sitting	VB
247	272	40	5	the	OO
248	273	41	5	artist	NN
249	274	42	5	himself	NN
250	276	44	5	Basil	NN
251	277	45	5	Hallward	NN
252	279	47	5	whose	JJ
253	280	48	5	sudden	JJ
254	281	49	5	disappearance	NN
255	282	50	5	some	OO
256	283	51	5	years	NN
257	284	52	5	ago	OO
258	285	53	5	caused	VB
259	287	55	5	at	OO
260	288	56	5	the	OO
261	289	57	5	time	NN
262	291	59	5	such	JJ
263	292	60	5	public	JJ
264	293	61	5	excitement	NN
265	294	62	5	and	OO
266	295	63	5	gave	VB
267	296	64	5	rise	NN
268	297	65	5	to	OO
269	298	66	5	so	RB
270	299	67	5	many	JJ
271	300	68	5	strange	JJ
272	301	69	5	conjectures	NN
273	303	1	6	As	OO
274	304	2	6	the	OO
275	305	3	6	painter	NN
276	306	4	6	looked	VB
277	307	5	6	at	OO
278	308	6	6	the	OO
279	309	7	6	gracious	JJ
280	310	8	6	and	OO
281	311	9	6	comely	JJ
282	312	10	6	form	NN
283	313	11	6	he	NN
284	314	12	6	had	VB
285	315	13	6	so	RB
286	316	14	6	skilfully	RB
287	317	15	6	mirrored	VB
288	318	16	6	in	OO
289	319	17	6	his	JJ
290	320	18	6	art	NN
291	322	20	6	a	OO
292	323	21	6	smile	NN
293	324	22	6	of	OO
294	325	23	6	pleasure	NN
295	326	24	6	passed	VB
296	327	25	6	across	OO
297	328	26	6	his	JJ
298	329	27	6	face	NN
299	331	29	6	and	OO
300	332	30	6	seemed	VB
301	333	31	6	about	OO
302	334	32	6	to	OO
303	335	33	6	linger	VB
304	336	34	6	there	RB
305	338	1	7	But	OO
306	339	2	7	he	NN
307	340	3	7	suddenly	RB
308	341	4	7	started	VB
309	342	5	7	up	OO
310	344	7	7	and	OO
311	345	8	7	closing	VB
312	346	9	7	his	JJ
313	347	10	7	eyes	NN
314	349	12	7	placed	VB
315	350	13	7	his	JJ
316	351	14	7	fingers	NN
317	352	15	7	upon	OO
318	353	16	7	the	OO
319	354	17	7	lids	NN
320	356	19	7	as	OO
321	357	20	7	though	OO
322	358	21	7	he	NN
323	359	22	7	sought	VB
324	360	23	7	to	OO
325	361	24	7	imprison	VB
326	362	25	7	within	OO
327	363	26	7	his	JJ
328	364	27	7	brain	NN
329	365	28	7	some	OO
330	366	29	7	curious	JJ
331	367	30	7	dream	NN
332	368	31	7	from	OO
333	369	32	7	which	OO
334	370	33	7	he	NN
335	371	34	7	feared	VB
336	372	35	7	he	NN
337	373	36	7	might	VB
338	374	37	7	awake	RB
339	377	2	8	It	NN
340	378	3	8	is	VB
341	379	4	8	your	JJ
342	380	5	8	best	JJ
343	381	6	8	work	NN
344	383	8	8	Basil	NN
345	385	10	8	the	OO
346	386	11	8	best	JJ
347	387	12	8	thing	NN
348	388	13	8	you	NN
349	389	14	8	have	VB
350	390	15	8	ever	RB
351	391	16	8	done	VB
352	394	19	8	said	VB
353	395	20	8	Lord	NN
354	396	21	8	Henry	NN
355	397	22	8	languidly	RB
356	400	2	9	You	NN
357	401	3	9	must	VB
358	402	4	9	certainly	RB
359	403	5	9	send	VB
360	404	6	9	it	NN
361	405	7	9	next	JJ
362	406	8	9	year	NN
363	407	9	9	to	OO
364	408	10	9	the	OO
365	409	11	9	Grosvenor	NN
366	411	1	10	The	OO
367	412	2	10	Academy	NN
368	413	3	10	is	VB
369	414	4	10	too	RB
370	415	5	10	large	JJ
371	416	6	10	and	OO
372	417	7	10	too	RB
373	418	8	10	vulgar	JJ
374	420	1	11	Whenever	NN
375	421	2	11	I	NN
376	422	3	11	have	VB
377	423	4	11	gone	VB
378	424	5	11	there	RB
379	426	7	11	there	OO
380	427	8	11	have	VB
381	428	9	11	been	VB
382	429	10	11	either	OO
383	430	11	11	so	RB
384	431	12	11	many	JJ
385	432	13	11	people	NN
386	433	14	11	that	OO
387	434	15	11	I	NN
388	435	16	11	have	VB
389	436	17	11	not	RB
390	437	18	11	been	VB
391	438	19	11	able	JJ
392	439	20	11	to	OO
393	440	21	11	see	VB
394	441	22	11	the	OO
395	442	23	11	pictures	NN
396	444	25	11	which	OO
397	445	26	11	was	VB
398	446	27	11	dreadful	JJ
399	448	29	11	or	OO
400	449	30	11	so	RB
401	450	31	11	many	JJ
402	451	32	11	pictures	NN
403	452	33	11	that	OO
404	453	34	11	I	NN
405	454	35	11	have	VB
406	455	36	11	not	RB
407	456	37	11	been	VB
408	457	38	11	able	JJ
409	458	39	11	to	OO
410	459	40	11	see	VB
411	460	41	11	the	OO
412	461	42	11	people	NN
413	463	44	11	which	OO
414	464	45	11	was	VB
415	465	46	11	worse	JJ
416	467	1	12	The	OO
417	468	2	12	Grosvenor	NN
418	469	3	12	is	VB
419	470	4	12	really	RB
420	471	5	12	the	OO
421	472	6	12	only	JJ
422	473	7	12	place	NN
423	477	2	13	I	NN
424	478	3	13	do	VB
425	479	4	13	nt	RB
426	480	5	13	think	VB
427	481	6	13	I	NN
428	482	7	13	shall	VB
429	483	8	13	send	VB
430	484	9	13	it	NN
431	485	10	13	anywhere	RB
432	488	13	13	he	NN
433	489	14	13	answered	VB
434	491	16	13	tossing	VB
435	492	17	13	his	JJ
436	493	18	13	head	NN
437	494	19	13	back	RB
438	495	20	13	in	OO
439	496	21	13	that	OO
440	497	22	13	odd	JJ
441	498	23	13	way	NN
442	499	24	13	that	OO
443	500	25	13	used	VB
444	501	26	13	to	OO
445	502	27	13	make	VB
446	503	28	13	his	JJ
447	504	29	13	friends	NN
448	505	30	13	laugh	NN
449	506	31	13	at	OO
450	507	32	13	him	NN
451	508	33	13	at	OO
452	509	34	13	Oxford	NN
453	512	2	14	No	OO
454	514	4	14	I	NN
455	515	5	14	wo	VB
456	516	6	14	nt	RB
457	517	7	14	send	VB
458	518	8	14	it	NN
459	519	9	14	anywhere	RB
460	522	1	15	Lord	NN
461	523	2	15	Henry	NN
462	524	3	15	elevated	VB
463	525	4	15	his	JJ
464	526	5	15	eyebrows	NN
465	527	6	15	and	OO
466	528	7	15	looked	VB
467	529	8	15	at	OO
468	530	9	15	him	NN
469	531	10	15	in	OO
470	532	11	15	amazement	NN
471	533	12	15	through	OO
