indexInText	indexInSentence	sentenceNumber	token	posTag
1	1	1	WILLOW	NN
2	2	1	--	OO
3	3	1	Constance	NN
4	4	1	Walz	NN
5	5	1	stopped	VB
6	6	1	to	OO
7	7	1	watch	VB
8	8	1	a	OO
9	9	1	firefighting	NN
10	10	1	helicopter	NN
11	11	1	as	OO
12	12	1	she	NN
13	13	1	moved	VB
14	14	1	wood	NN
15	15	1	away	RB
16	16	1	from	OO
17	17	1	the	OO
18	18	1	converted	JJ
19	19	1	bus	NN
20	20	1	she	NN
21	21	1	shares	NN
22	22	1	with	OO
23	23	1	her	JJ
24	24	1	seven-toed	JJ
25	25	1	cat	NN
26	26	1	.	OO
27	1	2	Walz	NN
28	2	2	is	VB
29	3	2	part	NN
30	4	2	of	OO
31	5	2	a	OO
32	6	2	much	JJ
33	7	2	larger	JJ
34	8	2	brigade	NN
35	9	2	of	OO
36	10	2	Willow	NN
37	11	2	residents	NN
38	12	2	staying	VB
39	13	2	put	VB
40	14	2	instead	RB
41	15	2	of	OO
42	16	2	evacuating	VB
43	17	2	from	OO
44	18	2	the	OO
45	19	2	Sockeye	JJ
46	20	2	fire	NN
47	21	2	,	OO
48	22	2	an	OO
49	23	2	uncontrolled	JJ
50	24	2	wildland	NN
51	25	2	conflagration	NN
52	26	2	that	OO
53	27	2	’s	VB
54	28	2	so	RB
55	29	2	far	RB
56	30	2	destroyed	VB
57	31	2	50	OO
58	32	2	to	OO
59	33	2	100	OO
60	34	2	structures	NN
61	35	2	and	OO
62	36	2	burned	VB
63	37	2	across	OO
64	38	2	more	RB
65	39	2	than	OO
66	40	2	7,500	OO
67	41	2	acres	NN
68	42	2	since	OO
69	43	2	Sunday	NN
70	44	2	.	OO
71	1	3	“This	OO
72	2	3	is	VB
73	3	3	our	JJ
74	4	3	home	NN
75	5	3	,	OO
76	6	3	”	NN
77	7	3	she	NN
78	8	3	said	VB
79	9	3	Tuesday	NN
80	10	3	,	OO
81	11	3	standing	VB
82	12	3	in	OO
83	13	3	her	JJ
84	14	3	driveway	NN
85	15	3	wearing	VB
86	16	3	a	OO
87	17	3	sleeveless	JJ
88	18	3	blouse	NN
89	19	3	and	OO
90	20	3	open-toed	JJ
91	21	3	sandals	NN
92	22	3	.	OO
93	1	4	“	NN
94	2	4	Until	OO
95	3	4	it	NN
96	4	4	’s	VB
97	5	4	in	OO
98	6	4	my	JJ
99	7	4	backyard	NN
100	8	4	and	OO
101	9	4	that	OO
102	10	4	rubber	NN
103	11	4	is	VB
104	12	4	melting	VB
105	13	4	on	OO
106	14	4	my	JJ
107	15	4	truck	NN
108	16	4	I’m	NN
109	17	4	not	RB
110	18	4	going	VB
111	19	4	anywhere	RB
112	20	4	.	OO
113	1	5	We’ve	NN
114	2	5	got	VB
115	3	5	to	OO
116	4	5	protect	VB
117	5	5	the	OO
118	6	5	neighborhood	NN
119	7	5	.	OO
120	1	6	Who	NN
121	2	6	else	RB
122	3	6	is	VB
123	4	6	going	VB
124	5	6	to	OO
125	6	6	?	OO
126	7	6	”	OO
127	8	6	The	OO
128	9	6	flames	NN
129	10	6	came	VB
130	11	6	close	RB
131	12	6	to	OO
132	13	6	this	OO
133	14	6	neighborhood	NN
134	15	6	on	OO
135	16	6	the	OO
136	17	6	fire	NN
137	18	6	's	OO
138	19	6	northern	JJ
139	20	6	edge	NN
140	21	6	Monday	NN
141	22	6	night	NN
142	23	6	.	OO
143	1	7	A	OO
144	2	7	wind	NN
145	3	7	shift	VB
146	4	7	pushed	VB
147	5	7	flames	NN
148	6	7	from	OO
149	7	7	the	OO
150	8	7	next	JJ
151	9	7	road	NN
152	10	7	south	RB
153	11	7	--	OO
154	12	7	West	NN
155	13	7	Sockeye	NN
156	14	7	Avenue	NN
157	15	7	,	OO
158	16	7	near	OO
159	17	7	where	RB
160	18	7	the	OO
161	19	7	fire	NN
162	20	7	started	VB
163	21	7	--	OO
164	22	7	and	OO
165	23	7	toward	OO
166	24	7	the	OO
