indexInText	indexInSentence	sentenceNumber	token	posTag
1	1	1	﻿WASHINGTON	NN
2	2	1	—	NN
3	3	1	The	OO
4	4	1	Senate	NN
5	5	1	will	VB
6	6	1	reconvene	VB
7	7	1	at	OO
8	8	1	midday	NN
9	9	1	on	OO
10	10	1	Monday	NN
11	11	1	to	OO
12	12	1	consider	VB
13	13	1	changes	NN
14	14	1	to	OO
15	15	1	a	OO
16	16	1	House	NN
17	17	1	bill	NN
18	18	1	that	OO
19	19	1	would	VB
20	20	1	curtail	VB
21	21	1	the	OO
22	22	1	government’s	NN
23	23	1	authority	NN
24	24	1	to	OO
25	25	1	sweep	VB
26	26	1	up	OO
27	27	1	vast	JJ
28	28	1	quantities	NN
29	29	1	of	OO
30	30	1	telephone	NN
31	31	1	records	NN
32	32	1	after	OO
33	33	1	the	OO
34	34	1	program	NN
35	35	1	,	OO
36	36	1	which	OO
37	37	1	began	VB
38	38	1	after	OO
39	39	1	the	OO
40	40	1	2001	OO
41	41	1	terrorist	JJ
42	42	1	attacks	NN
43	43	1	,	OO
44	44	1	expired	VB
45	45	1	at	OO
46	46	1	12:01	OO
47	47	1	a.m.	RB
48	1	2	Senator	NN
49	2	2	Rand	NN
50	3	2	Paul	NN
51	4	2	,	OO
52	5	2	Republican	NN
53	6	2	of	OO
54	7	2	Kentucky	NN
55	8	2	,	OO
56	9	2	blocked	VB
57	10	2	an	OO
58	11	2	extension	NN
59	12	2	of	OO
60	13	2	it	NN
61	14	2	during	OO
62	15	2	an	OO
63	16	2	extraordinary	JJ
64	17	2	and	OO
65	18	2	at	OO
66	19	2	times	NN
67	20	2	caustic	JJ
68	21	2	Sunday	NN
69	22	2	session	NN
70	23	2	of	OO
71	24	2	the	OO
72	25	2	Senate	NN
73	26	2	.	OO
74	1	3	Hamstrung	NN
75	2	3	by	OO
76	3	3	procedural	JJ
77	4	3	rules	NN
78	5	3	that	OO
79	6	3	require	VB
80	7	3	the	OO
81	8	3	consent	NN
82	9	3	of	OO
83	10	3	all	OO
84	11	3	lawmakers	NN
85	12	3	,	OO
86	13	3	the	OO
87	14	3	Senate	NN
88	15	3	is	VB
89	16	3	unable	JJ
90	17	3	to	OO
91	18	3	restore	VB
92	19	3	the	OO
93	20	3	lapsed	JJ
94	21	3	authorities	NN
95	22	3	until	OO
96	23	3	at	OO
97	24	3	least	JJ
98	25	3	Tuesday	NN
99	26	3	.	OO
100	1	4	The	OO
101	2	4	Senate	NN
102	3	4	was	VB
103	4	4	on	OO
104	5	4	recess	NN
105	6	4	last	JJ
106	7	4	week	NN
107	8	4	.	OO
108	1	5	After	OO
109	2	5	senators	NN
110	3	5	pass	VB
111	4	5	a	OO
112	5	5	procedural	JJ
113	6	5	measure	NN
114	7	5	on	OO
115	8	5	Monday	NN
116	9	5	to	OO
117	10	5	consider	VB
118	11	5	the	OO
119	12	5	House	NN
120	13	5	bill	NN
121	14	5	,	OO
122	15	5	they	NN
123	16	5	will	VB
124	17	5	begin	VB
125	18	5	amending	VB
126	19	5	it	NN
127	20	5	,	OO
128	21	5	a	OO
129	22	5	process	NN
130	23	5	that	OO
131	24	5	could	VB
132	25	5	take	VB
133	26	5	one	OO
134	27	5	to	OO
135	28	5	three	OO
136	29	5	days	NN
137	30	5	.	OO
138	1	6	Mr.	NN
139	2	6	Paul’s	NN
140	3	6	stand	VB
141	4	6	may	VB
142	5	6	have	VB
143	6	6	forced	VB
144	7	6	the	OO
145	8	6	temporary	JJ
