indexInText	indexInSentence	sentenceNumber	token	posTag
1	1	1	﻿Emma	NN
2	2	1	Woodhouse	NN
3	3	1	,	OO
4	4	1	handsome	JJ
5	5	1	,	OO
6	6	1	clever	JJ
7	7	1	,	OO
8	8	1	and	OO
9	9	1	rich	JJ
10	10	1	,	OO
11	11	1	with	OO
12	12	1	a	OO
13	13	1	comfortable	JJ
14	14	1	home	NN
15	15	1	and	OO
16	16	1	happy	JJ
17	17	1	disposition	NN
18	18	1	,	OO
19	19	1	seemed	VB
20	20	1	to	OO
21	21	1	unite	VB
22	22	1	some	OO
23	23	1	of	OO
24	24	1	the	OO
25	25	1	best	JJ
26	26	1	blessings	NN
27	27	1	of	OO
28	28	1	existence	NN
29	29	1	;	OO
30	30	1	and	OO
31	31	1	had	VB
32	32	1	lived	VB
33	33	1	nearly	RB
34	34	1	twenty-one	OO
35	35	1	years	NN
36	36	1	in	OO
37	37	1	the	OO
38	38	1	world	NN
39	39	1	with	OO
40	40	1	very	RB
41	41	1	little	JJ
42	42	1	to	OO
43	43	1	distress	NN
44	44	1	or	OO
45	45	1	vex	VB
46	46	1	her	NN
47	47	1	.	OO
48	1	2	She	NN
49	2	2	was	VB
50	3	2	the	OO
51	4	2	youngest	JJ
52	5	2	of	OO
53	6	2	the	OO
54	7	2	two	OO
55	8	2	daughters	NN
56	9	2	of	OO
57	10	2	a	OO
58	11	2	most	RB
59	12	2	affectionate	JJ
60	13	2	,	OO
61	14	2	indulgent	JJ
62	15	2	father	NN
63	16	2	;	OO
64	17	2	and	OO
65	18	2	had	VB
66	19	2	,	OO
67	20	2	in	OO
68	21	2	consequence	NN
69	22	2	of	OO
70	23	2	her	JJ
71	24	2	sister	NN
72	25	2	's	OO
73	26	2	marriage	NN
74	27	2	,	OO
75	28	2	been	VB
76	29	2	mistress	NN
77	30	2	of	OO
78	31	2	his	JJ
79	32	2	house	NN
80	33	2	from	OO
81	34	2	a	OO
82	35	2	very	RB
83	36	2	early	JJ
84	37	2	period	NN
85	38	2	.	OO
86	1	3	Her	JJ
87	2	3	mother	NN
88	3	3	had	VB
89	4	3	died	VB
90	5	3	too	RB
91	6	3	long	RB
92	7	3	ago	RB
93	8	3	for	OO
94	9	3	her	JJ
95	10	3	to	OO
96	11	3	have	VB
97	12	3	more	JJ
98	13	3	than	OO
99	14	3	an	OO
100	15	3	indistinct	JJ
101	16	3	remembrance	NN
102	17	3	of	OO
103	18	3	her	JJ
104	19	3	caresses	NN
105	20	3	;	OO
106	21	3	and	OO
107	22	3	her	JJ
108	23	3	place	NN
109	24	3	had	VB
110	25	3	been	VB
111	26	3	supplied	VB
112	27	3	by	OO
113	28	3	an	OO
114	29	3	excellent	JJ
115	30	3	woman	NN
116	31	3	as	OO
117	32	3	governess	NN
118	33	3	,	OO
119	34	3	who	NN
120	35	3	had	VB
121	36	3	fallen	VB
122	37	3	little	JJ
123	38	3	short	JJ
124	39	3	of	OO
125	40	3	a	OO
126	41	3	mother	NN
127	42	3	in	OO
128	43	3	affection	NN
129	44	3	.	OO
130	1	4	Sixteen	OO
131	2	4	years	NN
132	3	4	had	VB
133	4	4	Miss	NN
134	5	4	Taylor	NN
135	6	4	been	VB
136	7	4	in	OO
137	8	4	Mr.	NN
138	9	4	Woodhouse	NN
139	10	4	's	OO
140	11	4	family	NN
141	12	4	,	OO
142	13	4	less	JJ
143	14	4	as	OO
144	15	4	a	OO
145	16	4	governess	NN
146	17	4	than	OO
147	18	4	a	OO
148	19	4	friend	NN
149	20	4	,	OO
150	21	4	very	RB
151	22	4	fond	JJ
152	23	4	of	OO
153	24	4	both	OO
154	25	4	daughters	NN
155	26	4	,	OO
156	27	4	but	OO
157	28	4	particularly	RB
158	29	4	of	OO
159	30	4	Emma	NN
160	31	4	.	OO
161	1	5	Between	OO
162	2	5	_them	NN
163	3	5	_	VB
164	4	5	it	NN
165	5	5	was	VB
166	6	5	more	RB
167	7	5	the	OO
168	8	5	intimacy	NN
169	9	5	of	OO
170	10	5	sisters	NN
171	11	5	.	OO
172	1	6	Even	RB
173	2	6	before	OO
174	3	6	Miss	NN
175	4	6	Taylor	NN
176	5	6	had	VB
177	6	6	ceased	VB
178	7	6	to	OO
179	8	6	hold	VB
180	9	6	the	OO
181	10	6	nominal	JJ
182	11	6	office	NN
183	12	6	of	OO
184	13	6	governess	NN
185	14	6	,	OO
186	15	6	the	OO
187	16	6	mildness	NN
188	17	6	of	OO
189	18	6	her	JJ
190	19	6	temper	NN
191	20	6	had	VB
192	21	6	hardly	RB
193	22	6	allowed	VB
194	23	6	her	JJ
195	24	6	to	OO
196	25	6	impose	VB
197	26	6	any	OO
198	27	6	restraint	NN
199	28	6	;	OO
200	29	6	and	OO
201	30	6	the	OO
202	31	6	shadow	NN
203	32	6	of	OO
204	33	6	authority	NN
205	34	6	being	VB
206	35	6	now	RB
207	36	6	long	RB
208	37	6	passed	VB
209	38	6	away	RB
210	39	6	,	OO
211	40	6	they	NN
212	41	6	had	VB
213	42	6	been	VB
214	43	6	living	VB
