indexInDoc	indexInText	indexInSentence	sentenceNumber	token	posTag
1	1	1	1	WILLOW	NN
2	3	3	1	Constance	NN
3	4	4	1	Walz	NN
4	5	5	1	stopped	VB
5	6	6	1	to	OO
6	7	7	1	watch	VB
7	8	8	1	a	OO
8	9	9	1	firefighting	NN
9	10	10	1	helicopter	NN
10	11	11	1	as	OO
11	12	12	1	she	NN
12	13	13	1	moved	VB
13	14	14	1	wood	NN
14	15	15	1	away	RB
15	16	16	1	from	OO
16	17	17	1	the	OO
17	18	18	1	converted	JJ
18	19	19	1	bus	NN
19	20	20	1	she	NN
20	21	21	1	shares	NN
21	22	22	1	with	OO
22	23	23	1	her	JJ
23	24	24	1	seventoed	JJ
24	25	25	1	cat	NN
25	27	1	2	Walz	NN
26	28	2	2	is	VB
27	29	3	2	part	NN
28	30	4	2	of	OO
29	31	5	2	a	OO
30	32	6	2	much	JJ
31	33	7	2	larger	JJ
32	34	8	2	brigade	NN
33	35	9	2	of	OO
34	36	10	2	Willow	NN
35	37	11	2	residents	NN
36	38	12	2	staying	VB
37	39	13	2	put	VB
38	40	14	2	instead	RB
39	41	15	2	of	OO
40	42	16	2	evacuating	VB
41	43	17	2	from	OO
42	44	18	2	the	OO
43	45	19	2	Sockeye	JJ
44	46	20	2	fire	NN
45	48	22	2	an	OO
46	49	23	2	uncontrolled	JJ
47	50	24	2	wildland	NN
48	51	25	2	conflagration	NN
49	52	26	2	that	OO
50	53	27	2	s	VB
51	54	28	2	so	RB
52	55	29	2	far	RB
53	56	30	2	destroyed	VB
54	57	31	2	50	OO
55	58	32	2	to	OO
56	59	33	2	100	OO
57	60	34	2	structures	NN
58	61	35	2	and	OO
59	62	36	2	burned	VB
60	63	37	2	across	OO
61	64	38	2	more	RB
62	65	39	2	than	OO
63	66	40	2	7500	OO
64	67	41	2	acres	NN
65	68	42	2	since	OO
66	69	43	2	Sunday	NN
67	71	1	3	This	OO
68	72	2	3	is	VB
69	73	3	3	our	JJ
70	74	4	3	home	NN
71	77	7	3	she	NN
72	78	8	3	said	VB
73	79	9	3	Tuesday	NN
74	81	11	3	standing	VB
75	82	12	3	in	OO
76	83	13	3	her	JJ
77	84	14	3	driveway	NN
78	85	15	3	wearing	VB
79	86	16	3	a	OO
80	87	17	3	sleeveless	JJ
81	88	18	3	blouse	NN
82	89	19	3	and	OO
83	90	20	3	opentoed	JJ
84	91	21	3	sandals	NN
85	94	2	4	Until	OO
86	95	3	4	it	NN
87	96	4	4	s	VB
88	97	5	4	in	OO
89	98	6	4	my	JJ
90	99	7	4	backyard	NN
91	100	8	4	and	OO
92	101	9	4	that	OO
93	102	10	4	rubber	NN
94	103	11	4	is	VB
95	104	12	4	melting	VB
96	105	13	4	on	OO
97	106	14	4	my	JJ
98	107	15	4	truck	NN
99	108	16	4	Im	NN
100	109	17	4	not	RB
101	110	18	4	going	VB
102	111	19	4	anywhere	RB
103	113	1	5	Weve	NN
104	114	2	5	got	VB
105	115	3	5	to	OO
106	116	4	5	protect	VB
107	117	5	5	the	OO
108	118	6	5	neighborhood	NN
109	120	1	6	Who	NN
110	121	2	6	else	RB
111	122	3	6	is	VB
112	123	4	6	going	VB
113	124	5	6	to	OO
114	127	8	6	The	OO
115	128	9	6	flames	NN
116	129	10	6	came	VB
117	130	11	6	close	RB
118	131	12	6	to	OO
119	132	13	6	this	OO
120	133	14	6	neighborhood	NN
121	134	15	6	on	OO
122	135	16	6	the	OO
123	136	17	6	fire	NN
124	137	18	6	s	OO
125	138	19	6	northern	JJ
126	139	20	6	edge	NN
127	140	21	6	Monday	NN
128	141	22	6	night	NN
129	143	1	7	A	OO
130	144	2	7	wind	NN
131	145	3	7	shift	VB
132	146	4	7	pushed	VB
133	147	5	7	flames	NN
134	148	6	7	from	OO
135	149	7	7	the	OO
136	150	8	7	next	JJ
137	151	9	7	road	NN
138	152	10	7	south	RB
139	154	12	7	West	NN
140	155	13	7	Sockeye	NN
141	156	14	7	Avenue	NN
142	158	16	7	near	OO
143	159	17	7	where	RB
144	160	18	7	the	OO
145	161	19	7	fire	NN
146	162	20	7	started	VB
147	164	22	7	and	OO
148	165	23	7	toward	OO
149	166	24	7	the	OO
150	167	25	7	rural	JJ
151	168	26	7	West	NN
152	169	27	7	Sheep	NN
153	170	28	7	Creek	NN
154	171	29	7	Drive	NN
155	172	30	7	neighborhood	NN
156	173	31	7	where	RB
157	174	32	7	Walz	NN
158	175	33	7	lives	VB
159	177	35	7	amid	OO
160	178	36	7	a	OO
161	179	37	7	thick	JJ
162	180	38	7	canopy	NN
163	181	39	7	of	OO
164	182	40	7	the	OO
165	183	41	7	same	JJ
166	184	42	7	black	JJ
167	185	43	7	spruce	NN
168	186	44	7	that	OO
169	187	45	7	this	OO
170	188	46	7	fire	NN
171	189	47	7	blows	VB
172	190	48	7	through	OO
173	191	49	7	like	OO
174	192	50	7	standing	VB
175	193	51	7	tinder	NN
176	195	1	8	Alaska	NN
177	196	2	8	State	NN
178	197	3	8	Troopers	NN
179	198	4	8	told	VB
180	199	5	8	the	OO
181	200	6	8	scattered	JJ
182	201	7	8	residents	NN
183	202	8	8	along	OO
184	203	9	8	the	OO
185	204	10	8	gravel	NN
186	205	11	8	road	NN
187	206	12	8	to	OO
188	207	13	8	evacuate	VB
189	209	1	9	Walz	NN
190	210	2	9	lost	VB
191	211	3	9	her	JJ
192	212	4	9	home	NN
193	213	5	9	in	OO
194	214	6	9	the	OO
195	215	7	9	1996	OO
196	216	8	9	Miller	NN
197	217	9	9	s	OO
198	218	10	9	Reach	JJ
199	219	11	9	fire	NN
200	220	12	9	that	OO
201	221	13	9	destroyed	VB
202	222	14	9	more	JJ
203	223	15	9	than	OO
204	224	16	9	400	OO
205	227	2	10	I	NN
206	228	3	10	told	VB
207	229	4	10	him	NN
208	230	5	10	I	NN
209	231	6	10	was	VB
210	232	7	10	nt	RB
211	233	8	10	leaving	VB
212	236	11	10	she	NN
213	237	12	10	said	VB
214	239	1	11	They	NN
215	240	2	11	said	VB
216	241	3	11	it	NN
217	242	4	11	was	VB
218	243	5	11	voluntary	JJ
219	244	6	11	anyway	RB
220	247	1	12	This	OO
221	248	2	12	fire	NN
222	250	4	12	however	RB
223	252	6	12	is	VB
224	253	7	12	expected	VB
225	254	8	12	to	OO
226	255	9	12	turn	VB
227	256	10	12	ugly	JJ
228	257	11	12	again	RB
229	259	1	13	Forecasts	NN
230	260	2	13	called	VB
231	261	3	13	for	OO
232	262	4	13	extreme	JJ
233	263	5	13	behavior	NN
234	264	6	13	Tuesday	NN
235	265	7	13	night	NN
236	266	8	13	due	JJ
237	267	9	13	to	OO
238	268	10	13	thunderstorms	NN
239	269	11	13	and	OO
240	270	12	13	erratic	JJ
241	271	13	13	winds	NN
242	273	1	14	The	OO
243	274	2	14	crews	NN
244	275	3	14	fighting	VB
245	276	4	14	the	OO
246	277	5	14	fire	NN
247	278	6	14	acknowledge	VB
248	279	7	14	the	OO
249	280	8	14	state	NN
250	281	9	14	s	OO
251	282	10	14	general	JJ
252	283	11	14	policy	NN
253	284	12	14	against	OO
254	285	13	14	mandatory	JJ
255	286	14	14	evacuations	NN
256	288	1	15	But	OO
257	289	2	15	they	NN
258	290	3	15	do	VB
259	291	4	15	nt	RB
260	292	5	15	like	VB
261	293	6	15	it	NN
262	295	8	15	officials	NN
263	296	9	15	say	VB
264	298	11	15	because	OO
265	299	12	15	homeowners	NN
266	300	13	15	may	VB
267	301	14	15	misjudge	VB
268	302	15	15	the	OO
269	303	16	15	danger	NN
270	305	1	16	The	OO
271	306	2	16	troopers	NN
272	307	3	16	are	VB
273	308	4	16	very	RB
274	309	5	16	cautious	JJ
275	310	6	16	in	OO
276	311	7	16	advising	VB
277	312	8	16	us	NN
278	313	9	16	that	OO
279	314	10	16	evacuations	NN
280	315	11	16	are	VB
281	316	12	16	voluntary	JJ
282	319	15	16	Tom	NN
283	320	16	16	Kurth	NN
284	322	18	16	incident	NN
285	323	19	16	commander	NN
286	324	20	16	on	OO
287	325	21	16	the	OO
288	326	22	16	fire	NN
289	328	24	16	said	VB
290	329	25	16	during	OO
291	330	26	16	a	OO
292	331	27	16	press	NN
293	332	28	16	conference	NN
294	333	29	16	Tuesday	NN
295	335	1	17	Now	NN
296	337	3	17	that	OO
297	338	4	17	s	VB
298	339	5	17	not	RB
299	340	6	17	our	JJ
300	341	7	17	advice	NN
301	344	1	18	Approaching	VB
302	345	2	18	fires	NN
303	346	3	18	throw	VB
304	347	4	18	off	OO
305	348	5	18	voluminous	JJ
306	349	6	18	smoke	NN
307	351	8	18	and	OO
308	352	9	18	then	RB
309	353	10	18	turbulence	NN
310	354	11	18	starts	VB
311	356	13	18	Kurth	NN
312	357	14	18	said	VB
313	359	1	19	Thats	NN
314	360	2	19	when	RB
315	361	3	19	some	OO
316	362	4	19	holdouts	NN
317	363	5	19	decide	VB
318	364	6	19	to	OO
319	365	7	19	leave	VB
320	366	8	19	home	NN
321	368	10	19	Out	OO
322	369	11	19	they	NN
323	370	12	19	come	VB
324	373	15	19	he	NN
325	374	16	19	said	VB
326	377	2	20	Theyre	NN
327	378	3	20	in	OO
328	379	4	20	the	OO
329	380	5	20	smoke	NN
330	382	1	21	Were	NN
331	383	2	21	in	OO
332	384	3	21	the	OO
333	385	4	21	smoke	NN
334	387	1	22	Its	OO
335	388	2	22	a	OO
336	389	3	22	very	RB
337	390	4	22	dangerous	JJ
338	391	5	22	environment	NN
339	392	6	22	to	OO
340	393	7	22	operate	VB
341	394	8	22	in	OO
342	397	1	23	Alaska	NN
343	398	2	23	Wildlife	NN
344	399	3	23	Trooper	NN
345	400	4	23	Thomas	NN
346	401	5	23	Akelkok	NN
347	402	6	23	spent	VB
348	403	7	23	Tuesday	NN
349	404	8	23	guarding	VB
350	405	9	23	against	OO
351	406	10	23	looters	NN
352	407	11	23	and	OO
353	408	12	23	checking	VB
354	409	13	23	on	OO
355	410	14	23	people	NN
356	411	15	23	who	NN
357	412	16	23	stayed	VB
358	413	17	23	behind	OO
359	414	18	23	despite	OO
360	415	19	23	an	OO
361	416	20	23	evacuation	NN
362	417	21	23	advisory	NN
363	418	22	23	that	OO
364	419	23	23	now	RB
365	420	24	23	covers	VB
366	421	25	23	a	OO
367	422	26	23	15mile	JJ
368	423	27	23	corridor	NN
369	424	28	23	along	OO
370	425	29	23	the	OO
371	426	30	23	Parks	NN
372	427	31	23	Highway	NN
373	429	1	24	Akelkok	NN
374	431	3	24	a	OO
375	432	4	24	Ekwok	NN
376	433	5	24	native	NN
377	434	6	24	who	NN
378	435	7	24	brings	VB
379	436	8	24	a	OO
380	437	9	24	goodnatured	JJ
381	438	10	24	personality	NN
382	439	11	24	to	OO
383	440	12	24	the	OO
384	441	13	24	job	NN
385	443	15	24	drove	VB
386	444	16	24	down	OO
387	445	17	24	a	OO
388	446	18	24	long	JJ
389	447	19	24	driveway	NN
390	448	20	24	near	OO
391	449	21	24	Capitol	NN
392	450	22	24	Speedway	NN
393	451	23	24	to	OO
394	452	24	24	check	VB
395	453	25	24	on	OO
396	454	26	24	a	OO
397	455	27	24	home	NN
398	457	1	25	Skeletal	NN
399	458	2	25	charred	VB
400	459	3	25	spruce	NN
401	460	4	25	trees	NN
402	461	5	25	stood	VB
403	462	6	25	like	OO
404	463	7	25	spikes	NN
405	464	8	25	in	OO
406	465	9	25	a	OO
407	466	10	25	moonscape	NN
408	467	11	25	of	OO
409	468	12	25	gray	JJ
410	470	1	26	Occasional	JJ
411	471	2	26	whiffs	NN
412	472	3	26	of	OO
413	473	4	26	smoke	NN
414	474	5	26	emerged	VB
415	475	6	26	from	OO
416	476	7	26	the	OO
417	477	8	26	incinerated	JJ
418	478	9	26	duff	NN
419	480	1	27	The	OO
420	481	2	27	trooper	NN
421	482	3	27	came	VB
422	483	4	27	to	OO
423	484	5	27	the	OO
424	485	6	27	house	NN
425	486	7	27	Sunday	NN
426	487	8	27	as	OO
427	488	9	27	the	OO
428	489	10	27	fire	NN
429	490	11	27	bore	VB
430	491	12	27	down	RB
431	492	13	27	to	OO
432	493	14	27	warn	VB
433	494	15	27	the	OO
434	495	16	27	family	NN
435	496	17	27	inside	RB
436	498	1	28	Behind	NN
437	499	2	28	me	NN
438	501	4	28	I	NN
439	502	5	28	could	VB
440	503	6	28	see	VB
441	504	7	28	it	NN
442	505	8	28	in	OO
443	506	9	28	the	OO
444	507	10	28	rearview	NN
445	508	11	28	mirror	NN
446	511	14	28	Akelkok	NN
447	512	15	28	said	VB
448	513	16	28	as	OO
449	514	17	28	his	JJ
450	515	18	28	pickup	NN
451	516	19	28	bounced	VB
452	517	20	28	down	OO
453	518	21	28	the	OO
454	519	22	28	driveway	NN
455	521	1	29	It	NN
456	522	2	29	looked	VB
457	523	3	29	like	OO
458	524	4	29	the	OO
459	525	5	29	road	NN
460	526	6	29	was	VB
461	527	7	29	catching	VB
462	528	8	29	on	OO
463	529	9	29	fire	NN
464	532	1	30	He	NN
465	533	2	30	drove	VB
466	534	3	30	through	OO
467	535	4	30	flames	NN
468	536	5	30	to	OO
469	537	6	30	get	VB
470	538	7	30	back	RB
471	539	8	30	out	RB
472	541	10	30	then	RB
473	542	11	30	learned	VB
474	543	12	30	that	OO
475	544	13	30	a	OO
476	545	14	30	woman	NN
477	546	15	30	remained	VB
478	547	16	30	at	OO
479	548	17	30	the	OO
480	549	18	30	house	NN
