indexInDoc	indexInText	indexInSentence	sentenceNumber	token	posTag
1	1	1	1	WASHINGTON	NN
2	3	3	1	The	OO
3	4	4	1	Senate	NN
4	5	5	1	will	VB
5	6	6	1	reconvene	VB
6	7	7	1	at	OO
7	8	8	1	midday	NN
8	9	9	1	on	OO
9	10	10	1	Monday	NN
10	11	11	1	to	OO
11	12	12	1	consider	VB
12	13	13	1	changes	NN
13	14	14	1	to	OO
14	15	15	1	a	OO
15	16	16	1	House	NN
16	17	17	1	bill	NN
17	18	18	1	that	OO
18	19	19	1	would	VB
19	20	20	1	curtail	VB
20	21	21	1	the	OO
21	22	22	1	government	NN
22	23	23	1	s	OO
23	24	24	1	authority	NN
24	25	25	1	to	OO
25	26	26	1	sweep	NN
26	27	27	1	up	OO
27	28	28	1	vast	JJ
28	29	29	1	quantities	NN
29	30	30	1	of	OO
30	31	31	1	telephone	NN
31	32	32	1	records	NN
32	33	33	1	after	OO
33	34	34	1	the	OO
34	35	35	1	program	NN
35	37	37	1	which	OO
36	38	38	1	began	VB
37	39	39	1	after	OO
38	40	40	1	the	OO
39	41	41	1	2001	OO
40	42	42	1	terrorist	JJ
41	43	43	1	attacks	NN
42	45	45	1	expired	VB
43	46	46	1	at	OO
44	47	47	1	1201	OO
45	48	48	1	am	RB
46	49	49	1	Senator	NN
47	50	50	1	Rand	NN
48	51	51	1	Paul	NN
49	53	53	1	Republican	NN
50	54	54	1	of	OO
51	55	55	1	Kentucky	NN
52	57	57	1	blocked	VB
53	58	58	1	an	OO
54	59	59	1	extension	NN
55	60	60	1	of	OO
56	61	61	1	it	NN
57	62	62	1	during	OO
58	63	63	1	an	OO
59	64	64	1	extraordinary	JJ
60	65	65	1	and	OO
61	66	66	1	at	OO
62	67	67	1	times	NN
63	68	68	1	caustic	JJ
64	69	69	1	Sunday	NN
65	70	70	1	session	NN
66	71	71	1	of	OO
67	72	72	1	the	OO
68	73	73	1	Senate	NN
69	75	1	2	Hamstrung	JJ
70	76	2	2	by	OO
71	77	3	2	procedural	JJ
72	78	4	2	rules	NN
73	79	5	2	that	OO
74	80	6	2	require	VB
75	81	7	2	the	OO
76	82	8	2	consent	NN
77	83	9	2	of	OO
78	84	10	2	all	OO
79	85	11	2	lawmakers	NN
80	87	13	2	the	OO
81	88	14	2	Senate	NN
82	89	15	2	is	VB
83	90	16	2	unable	JJ
84	91	17	2	to	OO
85	92	18	2	restore	VB
86	93	19	2	the	OO
87	94	20	2	lapsed	VB
88	95	21	2	authorities	NN
89	96	22	2	until	OO
90	97	23	2	at	OO
91	98	24	2	least	JJ
92	99	25	2	Tuesday	NN
93	101	1	3	The	OO
94	102	2	3	Senate	NN
95	103	3	3	was	VB
96	104	4	3	on	OO
97	105	5	3	recess	NN
98	106	6	3	last	JJ
99	107	7	3	week	NN
100	109	1	4	After	OO
101	110	2	4	senators	NN
102	111	3	4	pass	VB
103	112	4	4	a	OO
104	113	5	4	procedural	JJ
105	114	6	4	measure	NN
106	115	7	4	on	OO
107	116	8	4	Monday	NN
108	117	9	4	to	OO
109	118	10	4	consider	VB
110	119	11	4	the	OO
111	120	12	4	House	NN
112	121	13	4	bill	NN
113	123	15	4	they	NN
114	124	16	4	will	VB
115	125	17	4	begin	VB
116	126	18	4	amending	VB
117	127	19	4	it	NN
118	129	21	4	a	OO
119	130	22	4	process	NN
120	131	23	4	that	OO
121	132	24	4	could	VB
122	133	25	4	take	VB
123	134	26	4	one	OO
124	135	27	4	to	OO
125	136	28	4	three	OO
126	137	29	4	days	NN
127	139	1	5	Mr	NN
128	140	2	5	Paul	NN
129	141	3	5	s	OO
130	142	4	5	stand	NN
131	143	5	5	may	VB
132	144	6	5	have	VB
133	145	7	5	forced	VB
134	146	8	5	the	OO
135	147	9	5	temporary	JJ
136	148	10	5	expiration	NN
137	149	11	5	of	OO
138	150	12	5	parts	NN
139	151	13	5	of	OO
140	152	14	5	the	OO
141	153	15	5	USA	NN
142	154	16	5	Patriot	NN
143	155	17	5	Act	NN
144	156	18	5	used	VB
145	157	19	5	by	OO
146	158	20	5	the	OO
147	159	21	5	National	NN
148	160	22	5	Security	NN
149	161	23	5	Agency	NN
150	162	24	5	to	OO
151	163	25	5	collect	VB
152	164	26	5	phone	NN
153	165	27	5	records	NN
154	167	29	5	but	OO
155	168	30	5	he	NN
156	169	31	5	was	VB
157	170	32	5	helped	VB
158	171	33	5	by	OO
159	172	34	5	the	OO
160	173	35	5	miscalculation	NN
161	174	36	5	of	OO
162	175	37	5	Senator	NN
163	176	38	5	Mitch	NN
164	177	39	5	McConnell	NN
165	179	41	5	the	OO
166	180	42	5	majority	NN
167	181	43	5	leader	NN
168	183	45	5	who	NN
169	184	46	5	sent	VB
170	185	47	5	the	OO
171	186	48	5	Senate	NN
172	187	49	5	on	OO
173	188	50	5	a	OO
174	189	51	5	weeklong	NN
175	190	52	5	vacation	NN
176	191	53	5	after	OO
177	192	54	5	blocking	VB
178	193	55	5	the	OO
179	194	56	5	House	NN
180	195	57	5	bill	NN
181	196	58	5	before	OO
182	197	59	5	Memorial	NN
183	198	60	5	Day	NN
184	200	1	6	Mr	NN
185	201	2	6	McConnell	NN
186	203	4	6	also	RB
187	204	5	6	of	OO
188	205	6	6	Kentucky	NN
189	207	8	6	relented	VB
190	208	9	6	on	OO
191	209	10	6	Sunday	NN
192	211	12	6	setting	VB
193	212	13	6	up	OO
194	213	14	6	a	OO
195	214	15	6	final	JJ
196	215	16	6	round	NN
197	216	17	6	of	OO
198	217	18	6	votes	NN
199	218	19	6	on	OO
200	219	20	6	Tuesday	NN
201	220	21	6	or	OO
202	221	22	6	Wednesday	NN
203	222	23	6	that	OO
204	223	24	6	will	VB
205	224	25	6	most	RB
206	225	26	6	likely	JJ
207	226	27	6	send	VB
208	227	28	6	a	OO
209	228	29	6	compromised	VB
210	229	30	6	version	NN
211	230	31	6	of	OO
212	231	32	6	the	OO
213	232	33	6	House	NN
214	233	34	6	bill	NN
215	234	35	6	to	OO
216	235	36	6	President	NN
217	236	37	6	Obama	NN
218	237	38	6	for	OO
219	238	39	6	his	JJ
220	239	40	6	signature	NN
221	241	1	7	Even	RB
222	242	2	7	Mr	NN
223	243	3	7	Paul	NN
224	245	5	7	using	VB
225	246	6	7	the	OO
226	247	7	7	procedural	JJ
227	248	8	7	weapon	NN
228	249	9	7	of	OO
229	250	10	7	an	OO
230	251	11	7	objection	NN
231	253	13	7	conceded	VB
232	254	14	7	he	NN
233	255	15	7	could	VB
234	256	16	7	not	RB
235	257	17	7	stop	VB
236	258	18	7	that	OO
237	261	2	8	Little	JJ
238	262	3	8	by	OO
239	263	4	8	little	JJ
240	265	6	8	we	NN
241	266	7	8	ve	VB
242	267	8	8	allowed	VB
243	268	9	8	our	JJ
244	269	10	8	freedom	NN
245	270	11	8	to	OO
246	271	12	8	slip	VB
247	272	13	8	away	RB
248	275	16	8	Mr	NN
249	276	17	8	Paul	NN
250	277	18	8	said	VB
251	278	19	8	during	OO
252	279	20	8	a	OO
253	280	21	8	lengthy	JJ
254	281	22	8	floor	NN
255	282	23	8	soliloquy	NN
256	284	1	9	The	OO
257	285	2	9	expiration	NN
258	286	3	9	of	OO
259	287	4	9	surveillance	NN
260	288	5	9	authority	NN
261	289	6	9	demonstrates	VB
262	290	7	9	a	OO
263	291	8	9	profound	JJ
264	292	9	9	shift	NN
265	293	10	9	in	OO
266	294	11	9	American	JJ
267	295	12	9	attitudes	NN
268	296	13	9	since	OO
269	297	14	9	the	OO
270	298	15	9	days	NN
271	299	16	9	after	OO
272	300	17	9	the	OO
273	301	18	9	Sept	NN
274	302	19	9	11	OO
275	304	21	9	2001	OO
276	306	23	9	terrorist	JJ
277	307	24	9	attacks	NN
278	309	26	9	when	RB
279	310	27	9	national	JJ
280	311	28	9	security	NN
281	312	29	9	was	VB
282	313	30	9	preeminent	JJ
283	314	31	9	in	OO
284	315	32	9	both	OO
285	316	33	9	parties	NN
286	318	1	10	Fourteen	OO
287	319	2	10	years	NN
288	320	3	10	after	OO
289	321	4	10	that	OO
290	322	5	10	attack	NN
291	324	7	10	even	RB
292	325	8	10	as	OO
293	326	9	10	American	JJ
294	327	10	10	conflicts	NN
295	328	11	10	continue	VB
296	329	12	10	abroad	RB
297	331	14	10	a	OO
298	332	15	10	swell	NN
299	333	16	10	of	OO
300	334	17	10	privacy	NN
301	335	18	10	concerns	NN
302	336	19	10	stemming	VB
303	337	20	10	from	OO
304	338	21	10	both	OO
305	339	22	10	the	OO
306	340	23	10	vast	JJ
307	341	24	10	expansion	NN
308	342	25	10	of	OO
309	343	26	10	communication	NN
310	344	27	10	systems	NN
311	345	28	10	and	OO
312	346	29	10	an	OO
313	347	30	10	increasing	VB
314	348	31	10	distrust	VB
315	349	32	10	of	OO
316	350	33	10	government	NN
317	351	34	10	s	OO
318	352	35	10	use	NN
319	353	36	10	of	OO
320	354	37	10	data	NN
321	355	38	10	has	VB
322	356	39	10	turned	VB
323	357	40	10	those	OO
324	358	41	10	concerns	NN
325	359	42	10	on	OO
326	360	43	10	their	JJ
327	361	44	10	head	NN
328	363	1	11	While	OO
329	364	2	11	it	NN
330	365	3	11	would	VB
331	366	4	11	represent	VB
332	367	5	11	a	OO
333	368	6	11	retrenchment	NN
334	369	7	11	on	OO
335	370	8	11	the	OO
336	371	9	11	part	NN
337	372	10	11	of	OO
338	373	11	11	the	OO
339	374	12	11	government	NN
340	376	14	11	it	NN
341	377	15	11	does	VB
342	378	16	11	not	RB
343	379	17	11	end	VB
344	380	18	11	the	OO
345	381	19	11	argument	NN
346	382	20	11	over	OO
347	383	21	11	the	OO
348	384	22	11	dual	JJ
349	385	23	11	imperatives	NN
350	386	24	11	of	OO
351	387	25	11	security	NN
352	388	26	11	and	OO
353	389	27	11	individual	JJ
354	390	28	11	liberty	NN
355	391	29	11	brought	VB
356	392	30	11	to	OO
357	393	31	11	light	NN
