indexInText	indexInSentence	sentenceNumber	token	posTag
1	1	1	WILLOW	NN
2	2	1	--	OO
3	3	1	Constance	NN
4	4	1	Walz	NN
5	5	1	stopped	VB
6	6	1	to	OO
7	7	1	watch	VB
8	8	1	a	OO
9	9	1	firefighting	NN
10	10	1	helicopter	NN
11	11	1	as	OO
12	12	1	she	NN
13	13	1	moved	VB
14	14	1	wood	NN
15	15	1	away	RB
16	16	1	from	OO
17	17	1	the	OO
18	18	1	converted	VB
19	19	1	bus	NN
20	20	1	she	NN
21	21	1	shares	VB
22	22	1	with	OO
23	23	1	her	JJ
24	24	1	seven-toed	JJ
25	25	1	cat	NN
26	26	1	.	OO
27	1	2	Walz	NN
28	2	2	is	VB
29	3	2	part	NN
30	4	2	of	OO
31	5	2	a	OO
32	6	2	much	JJ
33	7	2	larger	JJ
34	8	2	brigade	NN
35	9	2	of	OO
36	10	2	Willow	NN
37	11	2	residents	NN
38	12	2	staying	VB
39	13	2	put	VB
40	14	2	instead	RB
41	15	2	of	OO
42	16	2	evacuating	VB
43	17	2	from	OO
44	18	2	the	OO
45	19	2	Sockeye	NN
46	20	2	fire	NN
47	21	2	,	OO
48	22	2	an	OO
49	23	2	uncontrolled	JJ
50	24	2	wildland	NN
51	25	2	conflagration	NN
52	26	2	that	OO
53	27	2	's	VB
54	28	2	so	RB
55	29	2	far	RB
56	30	2	destroyed	VB
57	31	2	50	OO
58	32	2	to	OO
59	33	2	100	OO
60	34	2	structures	NN
61	35	2	and	OO
62	36	2	burned	VB
63	37	2	across	OO
64	38	2	more	JJ
65	39	2	than	OO
66	40	2	7,500	OO
67	41	2	acres	NN
68	42	2	since	OO
69	43	2	Sunday	NN
70	44	2	.	OO
71	1	3	``	OO
72	2	3	This	OO
73	3	3	is	VB
74	4	3	our	JJ
75	5	3	home	NN
76	6	3	,	OO
77	7	3	''	OO
78	8	3	she	NN
79	9	3	said	VB
80	10	3	Tuesday	NN
81	11	3	,	OO
82	12	3	standing	VB
83	13	3	in	OO
84	14	3	her	JJ
85	15	3	driveway	NN
86	16	3	wearing	VB
87	17	3	a	OO
88	18	3	sleeveless	JJ
89	19	3	blouse	NN
90	20	3	and	OO
91	21	3	open-toed	JJ
92	22	3	sandals	NN
93	23	3	.	OO
94	1	4	``	OO
95	2	4	Until	OO
96	3	4	it	NN
97	4	4	's	VB
98	5	4	in	OO
99	6	4	my	JJ
100	7	4	backyard	NN
101	8	4	and	OO
102	9	4	that	OO
103	10	4	rubber	NN
104	11	4	is	VB
105	12	4	melting	VB
106	13	4	on	OO
107	14	4	my	JJ
108	15	4	truck	NN
109	16	4	I	NN
110	17	4	'm	VB
111	18	4	not	RB
112	19	4	going	VB
113	20	4	anywhere	RB
114	21	4	.	OO
115	1	5	We	NN
116	2	5	've	VB
117	3	5	got	VB
118	4	5	to	OO
119	5	5	protect	VB
120	6	5	the	OO
121	7	5	neighborhood	NN
122	8	5	.	OO
123	1	6	Who	NN
124	2	6	else	RB
125	3	6	is	VB
126	4	6	going	VB
127	5	6	to	OO
128	6	6	?	OO
129	7	6	''	OO
130	1	7	The	OO
131	2	7	flames	NN
132	3	7	came	VB
133	4	7	close	RB
134	5	7	to	OO
135	6	7	this	OO
136	7	7	neighborhood	NN
137	8	7	on	OO
138	9	7	the	OO
139	10	7	fire	NN
140	11	7	's	OO
141	12	7	northern	JJ
142	13	7	edge	NN
143	14	7	Monday	NN
144	15	7	night	NN
145	16	7	.	OO
146	1	8	A	OO
147	2	8	wind	NN
148	3	8	shift	NN
149	4	8	pushed	VB
150	5	8	flames	NN
151	6	8	from	OO
152	7	8	the	OO
153	8	8	next	JJ
154	9	8	road	NN
155	10	8	south	RB
156	11	8	--	OO
157	12	8	West	JJ
158	13	8	Sockeye	NN
159	14	8	Avenue	NN
160	15	8	,	OO
161	16	8	near	OO
162	17	8	where	RB
163	18	8	the	OO
164	19	8	fire	NN
165	20	8	started	VB
166	21	8	--	OO
