indexInText	indexInSentence	sentenceNumber	token	posTag
1	1	1	Recently	RB
2	2	1	the	OO
3	3	1	proof	NN
4	4	1	of	OO
5	5	1	factorization	NN
6	6	1	in	OO
7	7	1	heavy	JJ
8	8	1	quarkonium	NN
9	9	1	production	NN
10	10	1	in	OO
11	11	1	NRQCD	NN
12	12	1	color	NN
13	13	1	octet	NN
14	14	1	mechanism	NN
15	15	1	is	VB
16	16	1	given	VB
17	17	1	at	OO
18	18	1	next-to-next-to-leading	JJ
19	19	1	order	NN
20	20	1	(	OO
21	21	1	NNLO	NN
22	22	1	)	OO
23	23	1	in	OO
24	24	1	coupling	NN
25	25	1	constant	JJ
26	26	1	by	OO
27	27	1	using	VB
28	28	1	diagrammatic	JJ
29	29	1	method	NN
30	30	1	of	OO
31	31	1	QCD	NN
32	32	1	.	OO
33	1	2	In	OO
34	2	2	this	OO
35	3	2	paper	NN
36	4	2	we	NN
37	5	2	prove	VB
38	6	2	factorization	NN
39	7	2	in	OO
40	8	2	heavy	JJ
41	9	2	quarkonium	NN
42	10	2	production	NN
43	11	2	in	OO
44	12	2	NRQCD	NN
45	13	2	color	NN
46	14	2	octet	NN
47	15	2	mechanism	NN
48	16	2	at	OO
49	17	2	all	OO
50	18	2	order	NN
51	19	2	in	OO
52	20	2	coupling	NN
53	21	2	constant	JJ
54	22	2	by	OO
55	23	2	using	VB
56	24	2	path	NN
57	25	2	integral	JJ
58	26	2	method	NN
59	27	2	of	OO
60	28	2	QCD	NN
61	29	2	.	OO
62	1	3	Our	JJ
63	2	3	proof	NN
64	3	3	is	VB
65	4	3	valid	JJ
66	5	3	to	OO
67	6	3	all	OO
68	7	3	powers	NN
69	8	3	in	OO
70	9	3	the	OO
71	10	3	heavy	JJ
72	11	3	quark	NN
73	12	3	relative	JJ
74	13	3	velocity	NN
75	14	3	.	OO
76	1	4	We	NN
77	2	4	find	VB
78	3	4	that	OO
79	4	4	the	OO
80	5	4	gauge	NN
81	6	4	invariance	NN
82	7	4	and	OO
83	8	4	the	OO
84	9	4	factorization	NN
85	10	4	at	OO
86	11	4	all	OO
87	12	4	order	NN
88	13	4	in	OO
89	14	4	coupling	NN
90	15	4	constant	JJ
91	16	4	require	VB
92	17	4	gauge-completed	JJ
93	18	4	non-perturbative	JJ
94	19	4	NRQCD	NN
95	20	4	matrix	NN
96	21	4	elements	NN
97	22	4	that	OO
98	23	4	were	VB
99	24	4	introduced	VB
100	25	4	previously	RB
101	26	4	to	OO
102	27	4	prove	VB
103	28	4	factorization	NN
104	29	4	at	OO
105	30	4	NNLO	NN
106	31	4	.	OO
107	1	5	INTRODUCTION	NN
108	2	5	In	OO
109	3	5	the	OO
110	4	5	last	JJ
111	5	5	two	OO
112	6	5	decades	NN
113	7	5	,	OO
114	8	5	the	OO
115	9	5	NRQCD	NN
116	10	5	color	NN
117	11	5	octet	NN
118	12	5	mechanism	NN
119	13	5	[	OO
120	14	5	1	OO
121	15	5	]	OO
122	16	5	for	OO
123	17	5	heavy	JJ
124	18	5	quarkonium	NN
125	19	5	production	NN
126	20	5	has	VB
127	21	5	been	VB
128	22	5	very	RB
129	23	5	successful	JJ
130	24	5	in	OO
131	25	5	explaining	VB
132	26	5	experimental	JJ
133	27	5	data	NN
134	28	5	at	OO
135	29	5	high	JJ
136	30	5	energy	NN
137	31	5	colliders	NN
138	32	5	such	JJ
139	33	5	as	OO
140	34	5	at	OO
141	35	5	Tevatron	NN
142	36	5	[	OO
143	37	5	2	OO
144	38	5	]	OO
145	39	5	and	OO
146	40	5	at	OO
147	41	5	LHC	NN
148	42	5	[	OO
149	43	5	3	OO
150	44	5	]	OO
151	45	5	.	OO
152	1	6	In	OO
153	2	6	its	JJ
154	3	6	original	JJ
155	4	6	formulation	NN
156	5	6	[	OO
157	6	6	1	OO
158	7	6	]	OO
159	8	6	the	OO
160	9	6	proof	NN
161	10	6	of	OO
162	11	6	factorization	NN
163	12	6	in	OO
164	13	6	heavy	JJ
165	14	6	quarkonium	NN
166	15	6	production	NN
167	16	6	in	OO
168	17	6	NRQCD	NN
169	18	6	color	NN
170	19	6	octet	NN
171	20	6	mechanism	NN
172	21	6	was	VB
173	22	6	lacking	VB
174	23	6	.	OO
175	1	7	The	OO
176	2	7	proof	NN
177	3	7	of	OO
178	4	7	factorization	NN
179	5	7	is	VB
180	6	7	an	OO
181	7	7	essential	JJ
182	8	7	requirement	NN
183	9	7	to	OO
184	10	7	study	VB
185	11	7	heavy	JJ
186	12	7	quarkonium	NN
187	13	7	production	NN
188	14	7	at	OO
189	15	7	high	JJ
190	16	7	energy	NN
191	17	7	colliders	NN
192	18	7	.	OO
193	1	8	Factorization	NN
194	2	8	refers	VB
195	3	8	to	OO
196	4	8	separation	NN
197	5	8	of	OO
198	6	8	short-distance	JJ
199	7	8	effects	NN
200	8	8	from	OO
201	9	8	long-distance	JJ
202	10	8	effects	NN
203	11	8	in	OO
204	12	8	quantum	NN
205	13	8	field	NN
206	14	8	theory	NN
207	15	8	.	OO
208	1	9	Recently	RB
209	2	9	the	OO
210	3	9	proof	NN
211	4	9	of	OO
212	5	9	factorization	NN
213	6	9	in	OO
214	7	9	heavy	JJ
215	8	9	quarkonium	NN
216	9	9	production	NN
217	10	9	in	OO
218	11	9	NRQCD	NN
219	12	9	color	NN
220	13	9	octet	NN
221	14	9	mechanism	NN
222	15	9	is	VB
223	16	9	given	VB
224	17	9	at	OO
225	18	9	next-to-next	NN
226	19	9	to	OO
227	20	9	leading	VB
228	21	9	order	NN
229	22	9	(	OO
230	23	9	NLLO	NN
231	24	9	)	OO
232	25	9	in	OO
233	26	9	coupling	NN
234	27	9	constant	JJ
235	28	9	by	OO
236	29	9	using	VB
237	30	9	diagrammatic	JJ
238	31	9	method	NN
239	32	9	of	OO
240	33	9	QCD	NN
241	34	9	[	OO
242	35	9	4	OO
243	36	9	]	OO
244	37	9	.	OO
245	1	10	However	RB
246	2	10	,	OO
247	3	10	the	OO
248	4	10	proof	NN
249	5	10	of	OO
250	6	10	factorization	NN
251	7	10	in	OO
252	8	10	heavy	JJ
253	9	10	quarkonium	NN
254	10	10	production	NN
255	11	10	in	OO
256	12	10	NRQCD	NN
257	13	10	color	NN
258	14	10	octet	NN
259	15	10	mechanism	NN
260	16	10	at	OO
261	17	10	all	OO
262	18	10	order	NN
263	19	10	in	OO
264	20	10	coupling	NN
265	21	10	constant	NN
266	22	10	is	VB
267	23	10	still	RB
268	24	10	missing	VB
269	25	10	.	OO
270	1	11	In	OO
271	2	11	this	OO
272	3	11	paper	NN
273	4	11	we	NN
274	5	11	will	VB
275	6	11	prove	VB
276	7	11	factorization	NN
277	8	11	in	OO
278	9	11	heavy	JJ
