indexInText	indexInSentence	sentenceNumber	token	posTag
1	1	1	WASHINGTON	NN
2	2	1	--	OO
3	3	1	The	OO
4	4	1	Senate	NN
5	5	1	will	VB
6	6	1	reconvene	VB
7	7	1	at	OO
8	8	1	midday	NN
9	9	1	on	OO
10	10	1	Monday	NN
11	11	1	to	OO
12	12	1	consider	VB
13	13	1	changes	NN
14	14	1	to	OO
15	15	1	a	OO
16	16	1	House	NN
17	17	1	bill	NN
18	18	1	that	OO
19	19	1	would	VB
20	20	1	curtail	VB
21	21	1	the	OO
22	22	1	government	NN
23	23	1	's	OO
24	24	1	authority	NN
25	25	1	to	OO
26	26	1	sweep	NN
27	27	1	up	OO
28	28	1	vast	JJ
29	29	1	quantities	NN
30	30	1	of	OO
31	31	1	telephone	NN
32	32	1	records	NN
33	33	1	after	OO
34	34	1	the	OO
35	35	1	program	NN
36	36	1	,	OO
37	37	1	which	OO
38	38	1	began	VB
39	39	1	after	OO
40	40	1	the	OO
41	41	1	2001	OO
42	42	1	terrorist	JJ
43	43	1	attacks	NN
44	44	1	,	OO
45	45	1	expired	VB
46	46	1	at	OO
47	47	1	12:01	OO
48	48	1	a.m.	RB
49	49	1	Senator	NN
50	50	1	Rand	NN
51	51	1	Paul	NN
52	52	1	,	OO
53	53	1	Republican	NN
54	54	1	of	OO
55	55	1	Kentucky	NN
56	56	1	,	OO
57	57	1	blocked	VB
58	58	1	an	OO
59	59	1	extension	NN
60	60	1	of	OO
61	61	1	it	NN
62	62	1	during	OO
63	63	1	an	OO
64	64	1	extraordinary	JJ
65	65	1	and	OO
66	66	1	at	OO
67	67	1	times	NN
68	68	1	caustic	JJ
69	69	1	Sunday	NN
70	70	1	session	NN
71	71	1	of	OO
72	72	1	the	OO
73	73	1	Senate	NN
74	74	1	.	OO
75	1	2	Hamstrung	JJ
76	2	2	by	OO
77	3	2	procedural	JJ
78	4	2	rules	NN
79	5	2	that	OO
80	6	2	require	VB
81	7	2	the	OO
82	8	2	consent	NN
83	9	2	of	OO
84	10	2	all	OO
85	11	2	lawmakers	NN
86	12	2	,	OO
87	13	2	the	OO
88	14	2	Senate	NN
89	15	2	is	VB
90	16	2	unable	JJ
91	17	2	to	OO
92	18	2	restore	VB
93	19	2	the	OO
94	20	2	lapsed	VB
95	21	2	authorities	NN
96	22	2	until	OO
97	23	2	at	OO
98	24	2	least	JJ
99	25	2	Tuesday	NN
100	26	2	.	OO
101	1	3	The	OO
102	2	3	Senate	NN
103	3	3	was	VB
104	4	3	on	OO
105	5	3	recess	NN
106	6	3	last	JJ
107	7	3	week	NN
108	8	3	.	OO
109	1	4	After	OO
110	2	4	senators	NN
111	3	4	pass	VB
112	4	4	a	OO
113	5	4	procedural	JJ
114	6	4	measure	NN
115	7	4	on	OO
116	8	4	Monday	NN
117	9	4	to	OO
118	10	4	consider	VB
119	11	4	the	OO
120	12	4	House	NN
121	13	4	bill	NN
122	14	4	,	OO
123	15	4	they	NN
124	16	4	will	VB
125	17	4	begin	VB
126	18	4	amending	VB
127	19	4	it	NN
128	20	4	,	OO
129	21	4	a	OO
130	22	4	process	NN
131	23	4	that	OO
132	24	4	could	VB
133	25	4	take	VB
134	26	4	one	OO
135	27	4	to	OO
136	28	4	three	OO
137	29	4	days	NN
138	30	4	.	OO
139	1	5	Mr.	NN
140	2	5	Paul	NN
141	3	5	's	OO
142	4	5	stand	NN
143	5	5	may	VB
144	6	5	have	VB
145	7	5	forced	VB
146	8	5	the	OO
147	9	5	temporary	JJ
148	10	5	expiration	NN
149	11	5	of	OO
150	12	5	parts	NN
151	13	5	of	OO
152	14	5	the	OO
153	15	5	U.S.A.	NN
154	16	5	Patriot	NN
155	17	5	Act	NN
156	18	5	used	VB
157	19	5	by	OO
158	20	5	the	OO
159	21	5	National	NN
160	22	5	Security	NN
161	23	5	Agency	NN
162	24	5	to	OO
163	25	5	collect	VB
164	26	5	phone	NN
165	27	5	records	NN
166	28	5	,	OO
167	29	5	but	OO
168	30	5	he	NN
169	31	5	was	VB
170	32	5	helped	VB
171	33	5	by	OO
172	34	5	the	OO
173	35	5	miscalculation	NN
174	36	5	of	OO
175	37	5	Senator	NN
176	38	5	Mitch	NN
177	39	5	McConnell	NN
